Previous_Crop,Soil_pH,Soil_Moisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Recommended_Next_Crop
Tomato,4.62,11.46,166,47,196,31.8,20.23,473.35,Cotton
Soybean,4.79,79.52,163,103,121,14.04,47.94,183.59,Wheat
Sugarcane,7.14,25.62,93,90,156,14.45,25.72,19.83,Rice
Peanut,6.23,13.4,67,123,199,12.52,79.51,454.22,Sugarcane
Rice,7.55,22.81,86,39,7,34.28,64.88,80.25,Maize
Soybean,8.47,40.73,20,140,53,27.29,65.77,348.66,Wheat
Tomato,7.14,27.54,62,25,134,31.62,42.92,436.6,Cotton
Maize,4.7,34.42,84,141,82,40.78,85.19,155.07,Wheat
Tomato,4.92,88.02,133,95,102,35.91,20.26,415.21,Cotton
Cotton,8.02,66.35,23,138,150,26.16,46.69,166.03,Peanut
Barley,6.61,66.98,110,165,99,44.45,72.76,397.13,Potato
Sugarcane,7.8,17.57,180,79,31,25.97,92.63,34.91,Rice
Potato,7.93,68.57,94,56,61,13.94,38.77,327.62,Barley
Cotton,8.21,69.15,82,149,172,44.74,63.29,338.57,Peanut
Soybean,8.3,62.78,101,110,195,10.8,63.04,245.71,Wheat
Cotton,6.72,28.27,77,143,29,29.25,89.93,343.55,Peanut
Soybean,5.86,43.84,177,75,105,20.82,24.04,461.59,Wheat
Potato,8.35,77.7,123,28,38,27.62,53.96,366.93,Barley
Wheat,6.69,63.62,139,129,132,29.55,34.6,480.65,Soybean
Sugarcane,4.76,68.62,183,181,194,18.4,21.72,224.31,Rice
Peanut,7.07,56.99,119,1,21,29.49,31.76,264.15,Sugarcane
Peanut,6.85,45.97,14,2,155,36.46,98.12,131.87,Sugarcane
Rice,8.08,70.72,82,183,149,19.33,37.19,492.8,Maize
Tomato,7.11,15.43,167,71,127,23.42,94.8,27.57,Cotton
Wheat,5.9,63.85,168,10,28,19.39,36.42,179.31,Soybean
Peanut,8.36,89.78,196,159,170,38.72,94.5,148.85,Sugarcane
Cotton,7.71,72.42,196,3,41,35.37,72.37,193.26,Peanut
Tomato,7.02,33.25,5,136,59,40.49,29.06,458.86,Cotton
Wheat,5.67,32.23,66,87,118,15.95,66.55,184.02,Soybean
Barley,5.99,63.38,160,112,76,12.58,45.48,458.49,Potato
Barley,7.18,81.67,170,183,198,14.18,50.65,211.67,Potato
Tomato,4.79,56.24,121,15,195,15.64,55.21,427.38,Cotton
Soybean,5.53,52.19,148,85,186,28.66,53.82,260.88,Wheat
Soybean,7.36,22.83,83,198,95,43.98,73.13,155.68,Wheat
Cotton,6.42,67.24,192,9,85,22.5,81.47,224.67,Peanut
Wheat,6.11,66.18,110,163,111,43.55,46.33,212.19,Soybean
Wheat,5.11,87.36,144,23,83,11.34,93.95,129.96,Soybean
Tomato,6.27,34.02,135,63,5,42.44,95.08,144.82,Cotton
Maize,7.58,70.52,63,55,72,16.34,23.26,93.23,Wheat
Barley,5.56,44.73,125,88,155,41.94,21.19,168.0,Potato
Wheat,4.52,54.68,27,21,76,11.97,54.01,312.2,Soybean
Tomato,7.17,75.32,97,179,30,43.19,67.25,193.28,Cotton
Potato,8.39,27.76,140,49,38,17.03,42.23,356.16,Barley
Rice,6.93,37.43,12,46,49,20.59,40.75,493.49,Maize
Potato,4.98,71.86,165,22,77,27.18,74.27,188.55,Barley
Sugarcane,5.78,55.64,152,82,125,23.33,68.14,231.32,Rice
Cotton,7.97,17.39,189,18,164,33.36,33.37,82.06,Peanut
Wheat,5.43,44.41,150,179,108,44.12,90.76,196.11,Soybean
Sugarcane,6.93,56.93,85,161,87,31.22,74.4,363.42,Rice
Peanut,6.11,82.76,20,28,199,35.25,49.01,108.7,Sugarcane
Sugarcane,5.33,25.08,181,60,14,13.08,74.69,91.03,Rice
Tomato,7.75,74.48,62,84,50,31.97,29.01,188.19,Cotton
Wheat,7.47,20.45,157,34,197,25.88,57.46,409.32,Soybean
Rice,7.15,29.38,195,4,22,41.0,33.52,311.83,Maize
Tomato,5.45,29.47,110,75,152,23.59,23.31,478.79,Cotton
Tomato,4.89,80.2,75,6,173,33.78,47.07,452.27,Cotton
Cotton,6.8,25.92,72,168,150,17.99,32.06,75.57,Peanut
Cotton,6.71,72.96,159,129,9,19.08,70.68,21.28,Peanut
Barley,5.25,46.94,151,137,72,23.16,73.93,199.55,Potato
Barley,4.72,89.93,6,101,112,20.64,31.9,261.04,Potato
Soybean,4.82,77.13,71,43,76,18.89,21.97,257.79,Wheat
Maize,8.47,69.18,128,69,31,11.74,83.42,67.05,Wheat
Wheat,7.63,79.66,130,90,112,39.29,20.16,62.41,Soybean
Wheat,8.19,60.72,103,162,178,12.25,47.51,23.43,Soybean
Sugarcane,5.28,77.49,27,61,168,41.06,59.57,425.43,Rice
Wheat,8.34,30.89,42,19,64,14.39,85.49,473.87,Soybean
Wheat,5.07,17.82,96,162,192,12.28,87.08,57.84,Soybean
Maize,6.54,59.27,45,164,100,29.71,78.0,106.56,Wheat
Peanut,7.82,44.78,0,71,167,27.59,39.78,44.93,Sugarcane
Barley,5.9,44.12,165,119,17,27.19,77.61,438.75,Potato
Barley,6.2,52.14,101,181,163,30.11,39.72,479.35,Potato
Rice,5.01,38.91,34,94,30,20.05,37.17,130.9,Maize
Wheat,4.99,60.08,53,126,53,33.2,63.77,151.79,Soybean
Maize,6.98,12.45,23,112,62,27.58,74.31,181.33,Wheat
Barley,7.2,87.59,155,106,0,21.72,24.24,251.23,Potato
Maize,7.61,83.98,21,79,179,38.93,24.8,341.23,Wheat
Potato,6.73,84.82,15,27,184,35.47,82.73,252.2,Barley
Peanut,7.08,39.2,12,197,8,23.78,88.76,475.5,Sugarcane
Wheat,4.55,52.55,99,159,119,39.67,68.36,49.95,Soybean
Rice,5.15,86.33,99,138,91,42.21,54.31,399.3,Maize
Sugarcane,8.44,82.19,61,169,89,28.79,87.63,167.24,Rice
Barley,4.8,73.22,170,150,115,17.52,78.31,188.77,Potato
Potato,7.22,42.59,86,29,55,42.05,66.37,354.41,Barley
Maize,5.2,55.15,77,8,174,16.63,45.58,464.69,Wheat
Cotton,7.37,73.43,159,58,2,11.69,35.84,358.1,Peanut
Tomato,7.32,31.84,66,155,129,21.46,53.49,387.93,Cotton
Wheat,5.44,60.12,90,78,53,35.44,42.95,375.39,Soybean
Wheat,5.58,76.23,184,102,36,42.31,47.14,160.49,Soybean
Potato,7.12,66.6,192,113,183,32.3,61.25,378.47,Barley
Maize,6.06,48.36,196,160,158,43.31,33.53,392.26,Wheat
Soybean,5.28,56.77,176,46,96,13.23,84.49,266.7,Wheat
Wheat,7.43,89.09,32,97,11,12.13,31.64,268.38,Soybean
Soybean,5.12,58.16,114,149,185,31.15,58.48,379.86,Wheat
Cotton,7.92,72.85,18,156,194,43.81,79.68,408.52,Peanut
Potato,6.56,68.13,163,161,111,27.6,58.8,168.6,Barley
Maize,4.92,66.12,197,41,153,11.8,48.88,400.78,Wheat
Maize,7.28,67.31,123,179,77,17.74,57.99,407.1,Wheat
Peanut,6.58,46.35,142,46,139,18.57,87.89,117.06,Sugarcane
Tomato,5.69,47.93,119,73,89,21.82,99.23,358.48,Cotton
Barley,6.19,47.43,96,50,143,11.53,70.49,93.27,Potato
Barley,5.69,12.66,23,172,180,41.67,83.48,46.52,Potato
Sugarcane,5.55,29.29,26,93,71,28.04,21.16,287.27,Rice
Rice,5.15,22.37,176,119,176,33.48,90.43,454.33,Maize
Potato,5.95,80.92,74,74,176,12.35,96.32,17.73,Barley
Cotton,5.5,32.0,22,161,91,11.89,66.01,413.25,Peanut
Maize,7.23,21.08,160,148,6,30.53,80.3,253.24,Wheat
Tomato,7.24,19.58,40,122,14,41.06,61.02,430.45,Cotton
Soybean,6.51,66.0,55,140,104,28.5,42.9,421.74,Wheat
Potato,7.61,10.49,156,181,163,40.72,88.18,437.64,Barley
Sugarcane,7.87,47.7,158,152,71,38.38,67.75,384.44,Rice
Potato,6.82,19.51,192,121,73,12.65,66.35,421.5,Barley
Sugarcane,6.98,77.97,97,20,142,17.07,72.73,88.01,Rice
Maize,5.63,86.68,145,0,61,33.02,88.48,151.93,Wheat
Rice,8.08,86.7,5,185,145,25.52,78.55,121.24,Maize
Sugarcane,4.6,45.36,179,68,45,20.17,36.89,371.21,Rice
Maize,5.89,61.56,39,85,104,24.65,57.35,76.82,Wheat
Maize,7.39,57.98,192,70,108,25.58,98.42,91.11,Wheat
Rice,4.82,38.0,41,12,60,41.87,64.36,439.48,Maize
Barley,5.23,45.53,195,179,120,13.62,95.06,352.94,Potato
Potato,6.86,15.15,31,22,42,19.79,85.07,437.69,Barley
Wheat,6.74,73.66,9,148,171,28.81,73.28,69.68,Soybean
Wheat,7.46,29.26,68,5,98,34.44,47.95,199.49,Soybean
Soybean,7.75,46.84,8,147,193,32.07,44.35,141.58,Wheat
Soybean,5.01,48.45,68,75,54,42.96,71.47,4.84,Wheat
Wheat,4.57,54.86,188,167,166,37.85,54.6,142.26,Soybean
Cotton,7.26,75.43,138,8,132,29.5,83.9,189.79,Peanut
Wheat,5.71,65.35,98,177,184,17.51,80.84,46.11,Soybean
Soybean,7.0,63.05,195,27,111,25.78,44.97,283.24,Wheat
Tomato,5.1,52.14,73,138,142,34.27,76.22,191.59,Cotton
Soybean,6.38,17.68,102,115,90,39.33,59.56,23.23,Wheat
Cotton,6.52,42.16,122,95,15,43.59,45.86,351.99,Peanut
Potato,6.84,86.59,101,74,56,31.19,53.04,364.64,Barley
Wheat,6.55,89.64,7,87,101,28.44,91.63,417.24,Soybean
Rice,6.48,68.44,176,55,24,10.62,48.76,242.77,Maize
Tomato,5.83,28.2,151,104,21,12.52,42.99,484.33,Cotton
Maize,4.78,18.15,160,34,158,15.46,48.14,457.03,Wheat
Cotton,4.86,43.18,18,24,122,11.92,37.17,275.68,Peanut
Soybean,6.24,78.53,1,112,161,24.03,63.57,222.48,Wheat
Rice,5.92,67.75,54,98,86,21.79,31.79,1.52,Maize
Sugarcane,6.56,80.71,138,146,143,32.31,85.4,355.5,Rice
Barley,5.72,59.26,16,30,197,28.75,38.05,282.48,Potato
Wheat,7.25,20.43,169,80,186,30.86,67.84,468.77,Soybean
Barley,7.96,19.18,60,49,142,26.52,30.0,297.12,Potato
Cotton,5.7,13.84,130,86,81,19.72,98.28,496.43,Peanut
Sugarcane,5.27,55.37,85,190,101,43.35,56.37,426.91,Rice
Sugarcane,4.96,29.43,34,46,140,13.02,85.77,476.8,Rice
Sugarcane,6.97,68.75,102,0,23,42.86,81.49,163.83,Rice
Maize,6.28,64.9,65,124,140,20.89,77.1,74.67,Wheat
Cotton,5.25,35.45,0,185,192,27.94,86.19,398.44,Peanut
Potato,7.11,24.14,134,137,35,13.81,28.04,393.1,Barley
Barley,5.09,18.19,147,135,48,12.48,74.28,105.72,Potato
Potato,6.72,68.99,170,105,81,25.03,41.27,382.37,Barley
Rice,6.61,46.04,118,124,47,35.96,82.87,290.99,Maize
Peanut,7.44,35.88,133,153,96,19.43,96.55,54.76,Sugarcane
Tomato,4.72,78.53,54,161,101,29.68,92.12,250.89,Cotton
Tomato,8.05,57.49,99,18,170,19.75,29.2,465.57,Cotton
Potato,7.31,51.44,20,71,5,23.6,49.56,253.23,Barley
Peanut,5.36,69.47,50,128,67,41.73,49.15,394.35,Sugarcane
Peanut,5.23,75.25,173,175,13,39.95,29.78,14.45,Sugarcane
Wheat,6.23,64.89,162,152,29,28.06,27.85,364.04,Soybean
Rice,7.77,45.2,99,23,109,18.33,50.79,473.42,Maize
Cotton,7.87,40.34,7,174,7,16.76,99.37,249.76,Peanut
Peanut,6.58,71.73,67,83,181,43.39,65.52,168.85,Sugarcane
Soybean,7.94,51.43,106,119,65,17.1,69.74,323.33,Wheat
Tomato,4.52,66.35,143,68,131,38.29,57.68,458.13,Cotton
Soybean,4.64,81.23,66,194,83,22.91,72.99,88.38,Wheat
Rice,8.15,83.27,198,159,187,44.5,96.53,201.85,Maize
Peanut,7.6,32.22,191,144,119,22.89,67.1,78.15,Sugarcane
Barley,6.3,25.03,1,188,52,22.3,25.2,248.33,Potato
Tomato,7.51,30.9,0,105,98,32.31,59.43,270.21,Cotton
Wheat,8.32,70.11,185,68,73,43.65,99.42,472.1,Soybean
Wheat,7.59,39.6,0,10,142,44.17,50.99,206.26,Soybean
Sugarcane,7.87,23.87,101,165,99,34.75,67.51,283.48,Rice
Maize,7.54,17.87,114,195,128,36.41,28.53,442.63,Wheat
Peanut,5.17,36.19,134,146,149,29.72,31.29,160.7,Sugarcane
Rice,7.83,20.89,87,102,14,36.45,89.97,337.08,Maize
Tomato,5.28,22.51,196,144,21,40.09,44.03,378.58,Cotton
Maize,8.07,64.71,91,12,177,27.01,44.44,165.26,Wheat
Rice,6.33,11.58,17,0,47,31.7,50.98,82.17,Maize
Potato,7.21,19.4,87,1,116,28.81,97.32,251.45,Barley
Peanut,6.49,77.55,159,108,72,29.69,26.75,178.4,Sugarcane
Cotton,4.88,77.59,172,193,119,41.15,85.5,133.23,Peanut
Cotton,5.66,36.34,32,195,178,22.45,47.32,486.71,Peanut
Peanut,8.43,17.04,72,143,16,17.29,87.96,251.08,Sugarcane
Sugarcane,8.34,66.4,176,3,105,25.97,99.34,428.24,Rice
Sugarcane,5.78,38.81,160,56,82,17.28,47.89,97.66,Rice
Cotton,8.49,13.64,198,112,103,27.44,30.35,469.72,Peanut
Barley,7.88,22.63,195,22,90,41.62,31.55,397.22,Potato
Tomato,6.94,20.98,27,123,178,31.61,80.7,404.35,Cotton
Cotton,4.66,57.13,86,116,164,39.94,31.59,194.88,Peanut
Barley,8.11,81.85,52,129,48,15.82,40.83,242.82,Potato
Maize,6.73,73.45,43,194,58,41.53,36.35,296.68,Wheat
Barley,7.97,53.72,79,86,137,31.06,48.45,394.88,Potato
Maize,7.84,43.77,182,153,29,11.11,25.95,424.53,Wheat
Rice,7.83,59.49,137,124,84,32.16,88.54,39.02,Maize
Soybean,7.29,45.51,13,110,20,43.3,88.81,452.03,Wheat
Rice,5.67,29.69,102,6,33,12.77,53.03,468.75,Maize
Cotton,5.84,64.34,35,43,72,30.39,68.97,296.44,Peanut
Maize,5.73,79.86,33,160,97,42.04,71.36,93.38,Wheat
Cotton,4.58,39.83,87,112,177,10.34,79.94,409.21,Peanut
Peanut,6.83,77.32,145,191,75,32.08,61.66,274.29,Sugarcane
Tomato,7.3,44.49,15,163,174,26.62,60.83,408.6,Cotton
Wheat,7.92,42.11,164,3,84,22.14,70.5,407.4,Soybean
Cotton,5.06,12.27,40,117,83,31.96,76.24,43.36,Peanut
Tomato,6.68,65.62,24,22,133,11.84,47.74,303.51,Cotton
Barley,4.53,74.6,125,152,177,36.36,46.43,241.57,Potato
Rice,4.88,63.08,7,89,108,10.16,41.58,473.06,Maize
Barley,4.72,22.11,111,91,62,20.74,63.91,148.32,Potato
Wheat,7.4,18.26,93,154,11,27.64,48.81,103.0,Soybean
Maize,4.82,55.83,83,50,168,23.2,63.23,448.54,Wheat
Peanut,7.37,42.12,145,114,158,20.76,52.48,74.36,Sugarcane
Tomato,5.5,44.33,67,80,1,39.08,86.94,343.26,Cotton
Peanut,8.01,87.42,175,102,143,42.72,25.85,150.01,Sugarcane
Soybean,7.75,67.91,197,196,128,40.58,65.78,283.92,Wheat
Cotton,8.33,42.94,66,79,131,28.29,66.05,308.11,Peanut
Maize,8.04,11.53,145,150,46,40.95,50.7,208.68,Wheat
Soybean,8.23,12.73,110,102,192,42.23,53.68,487.48,Wheat
Potato,7.93,64.78,17,8,51,24.32,84.01,65.92,Barley
Cotton,7.27,77.02,55,32,46,19.92,42.45,195.7,Peanut
Barley,5.18,66.62,150,34,98,13.44,89.71,215.2,Potato
Rice,5.59,42.47,34,49,49,26.77,91.71,315.52,Maize
Tomato,5.35,12.49,133,23,44,43.12,72.05,203.63,Cotton
Wheat,6.91,87.39,117,151,41,29.63,81.83,48.52,Soybean
Wheat,6.51,88.91,25,146,183,33.36,69.04,473.71,Soybean
Barley,7.97,53.95,60,38,70,13.95,62.02,208.04,Potato
Sugarcane,8.31,15.65,87,188,56,15.02,97.33,171.34,Rice
Wheat,6.12,53.28,14,24,32,26.26,42.61,223.36,Soybean
Tomato,6.53,81.39,90,152,155,43.29,32.33,108.3,Cotton
Barley,8.39,64.4,31,154,113,22.63,43.0,50.11,Potato
Maize,5.6,67.6,139,31,43,40.71,69.17,74.29,Wheat
Wheat,7.67,16.8,132,138,113,14.21,34.81,83.33,Soybean
Peanut,5.4,18.52,63,196,55,31.6,92.71,98.84,Sugarcane
Barley,7.23,20.19,198,107,43,31.02,52.88,209.98,Potato
Tomato,5.51,82.35,85,32,95,40.1,88.0,311.95,Cotton
Peanut,8.03,52.07,154,146,72,10.12,39.94,314.44,Sugarcane
Cotton,6.75,73.33,44,106,33,16.65,45.05,0.05,Peanut
Cotton,5.24,19.22,34,110,13,17.69,24.74,460.48,Peanut
Wheat,5.4,84.21,25,120,195,43.25,40.62,411.42,Soybean
Peanut,6.48,75.69,22,15,156,15.38,59.23,481.97,Sugarcane
Rice,8.35,27.98,140,10,124,11.29,95.69,179.99,Maize
Cotton,7.58,79.93,130,97,78,28.71,51.11,332.4,Peanut
Rice,6.45,31.08,28,115,144,28.5,71.18,84.01,Maize
Maize,5.85,26.43,193,196,82,39.54,54.22,408.52,Wheat
Barley,6.7,31.14,63,182,136,43.21,23.74,80.68,Potato
Soybean,7.49,82.8,155,24,26,28.85,60.28,162.99,Wheat
Tomato,7.64,83.25,163,92,176,42.55,25.27,245.42,Cotton
Barley,5.8,36.32,112,110,164,35.38,90.7,297.27,Potato
Tomato,7.38,66.43,133,95,155,19.26,80.24,279.82,Cotton
Peanut,7.13,64.06,138,161,49,42.49,50.29,51.05,Sugarcane
Maize,8.34,74.53,165,11,54,33.36,71.22,210.84,Wheat
Potato,8.22,33.72,117,20,131,24.49,28.96,461.45,Barley
Wheat,7.66,50.81,161,126,97,33.81,76.2,436.18,Soybean
Tomato,7.39,63.41,66,28,146,24.05,85.82,295.39,Cotton
Tomato,5.6,12.1,107,178,36,14.0,85.74,286.16,Cotton
Peanut,7.88,40.14,173,120,131,35.16,42.74,55.84,Sugarcane
Rice,6.21,65.67,85,123,36,38.84,41.1,100.13,Maize
Barley,5.59,30.21,28,150,178,35.51,61.71,126.32,Potato
Potato,6.04,86.62,59,32,159,18.02,97.42,244.1,Barley
Sugarcane,7.84,12.41,53,135,172,43.48,93.64,365.68,Rice
Wheat,5.09,86.65,92,169,111,10.88,48.77,230.36,Soybean
Soybean,6.32,27.34,68,76,11,21.64,82.39,63.03,Wheat
Sugarcane,6.47,13.91,116,196,168,19.1,93.71,219.67,Rice
Barley,4.65,33.4,8,40,55,11.68,40.87,81.32,Potato
Wheat,5.28,72.9,125,73,79,24.2,86.42,375.57,Soybean
Tomato,7.81,70.2,76,62,13,31.81,41.43,83.25,Cotton
Soybean,7.82,26.71,9,13,53,40.89,47.46,241.27,Wheat
Rice,5.67,25.74,101,189,190,44.64,35.91,346.71,Maize
Potato,8.0,61.41,195,74,64,38.28,60.57,114.1,Barley
Rice,7.59,46.65,57,173,115,26.4,87.46,38.02,Maize
Maize,6.17,73.38,112,66,57,35.33,62.24,281.65,Wheat
Peanut,7.49,11.93,179,92,95,39.53,29.88,27.1,Sugarcane
Wheat,8.35,58.83,161,52,20,26.29,40.14,293.88,Soybean
Rice,6.34,68.45,105,179,3,37.48,65.03,376.75,Maize
Sugarcane,5.45,89.47,34,93,72,26.89,66.65,164.66,Rice
Peanut,8.27,64.3,102,112,126,23.53,66.15,244.17,Sugarcane
Rice,6.91,28.55,102,134,45,28.41,26.16,464.38,Maize
Cotton,4.92,18.65,160,181,11,33.65,80.3,235.55,Peanut
Maize,6.79,61.27,199,10,127,35.44,92.75,498.28,Wheat
Barley,6.5,51.85,159,24,29,22.49,60.84,78.5,Potato
Potato,7.92,81.93,182,186,93,30.0,77.51,354.47,Barley
Maize,6.62,68.13,96,193,59,41.85,93.12,326.31,Wheat
Peanut,5.52,50.78,135,154,99,44.17,71.41,436.15,Sugarcane
Cotton,7.2,42.29,173,82,70,17.95,73.95,46.22,Peanut
Wheat,6.67,42.35,141,185,80,16.75,77.71,140.1,Soybean
Sugarcane,5.43,28.1,135,92,192,33.68,40.84,66.09,Rice
Potato,6.79,11.39,105,138,141,24.51,66.61,466.55,Barley
Potato,7.79,55.99,70,54,110,10.85,87.37,213.32,Barley
Maize,4.61,26.99,76,18,43,22.14,43.69,455.03,Wheat
Peanut,7.02,26.67,53,91,107,38.24,91.77,147.2,Sugarcane
Wheat,5.9,20.03,20,166,101,37.91,69.63,63.18,Soybean
Tomato,5.67,25.17,110,89,153,27.31,53.85,148.27,Cotton
Cotton,6.07,12.54,74,197,90,26.54,69.85,298.59,Peanut
Tomato,5.87,63.94,13,10,108,30.28,52.15,422.62,Cotton
Sugarcane,7.83,42.11,1,141,15,17.68,87.04,192.7,Rice
Wheat,5.6,54.92,188,59,109,28.41,58.59,457.4,Soybean
Wheat,7.43,60.96,107,163,6,10.39,92.1,122.12,Soybean
Cotton,4.88,87.8,144,40,159,26.64,60.78,346.77,Peanut
Soybean,8.31,15.46,77,129,88,21.76,72.83,367.86,Wheat
Tomato,6.99,43.43,47,184,94,33.62,99.82,136.98,Cotton
Rice,7.33,29.67,90,106,15,32.34,31.76,13.48,Maize
Potato,5.69,48.14,135,59,104,23.33,78.94,182.62,Barley
Soybean,6.15,83.64,183,147,121,10.25,31.11,22.6,Wheat
Rice,5.4,67.92,16,21,88,18.83,87.11,450.38,Maize
Peanut,8.23,62.96,196,127,61,32.17,67.72,476.76,Sugarcane
Cotton,6.45,45.3,11,125,29,12.53,95.05,367.69,Peanut
Peanut,7.02,63.69,165,102,198,13.77,89.28,363.34,Sugarcane
Potato,7.44,12.59,145,131,139,32.65,25.99,120.45,Barley
Barley,5.98,56.9,25,183,66,36.45,30.98,36.96,Potato
Rice,7.38,54.3,36,109,45,21.25,68.09,401.05,Maize
Soybean,7.2,37.73,69,57,42,27.14,61.47,279.58,Wheat
Rice,7.32,26.12,168,64,182,43.1,33.49,340.81,Maize
Rice,6.46,74.6,78,57,44,43.09,30.35,389.82,Maize
Cotton,6.03,14.31,169,157,187,20.76,65.12,204.72,Peanut
Peanut,5.39,15.57,89,75,198,38.35,23.91,72.27,Sugarcane
Tomato,7.8,45.24,40,18,79,30.79,89.9,397.52,Cotton
Barley,6.93,30.2,174,127,31,44.14,84.57,226.88,Potato
Cotton,6.28,69.64,141,189,7,26.72,82.83,413.46,Peanut
Sugarcane,8.28,60.74,128,103,112,37.11,21.28,218.85,Rice
Cotton,4.69,71.8,16,106,61,36.88,23.81,108.51,Peanut
Potato,7.9,35.97,182,117,19,27.41,63.99,85.5,Barley
Barley,8.49,69.24,52,195,145,37.85,99.55,371.96,Potato
Wheat,8.05,78.98,117,78,100,19.14,47.39,287.44,Soybean
Sugarcane,7.74,37.62,108,83,5,14.28,47.55,202.3,Rice
Maize,6.0,37.19,158,171,83,24.88,30.74,246.06,Wheat
Cotton,5.43,82.0,189,117,107,43.03,73.95,274.82,Peanut
Rice,7.44,13.98,135,188,156,27.53,71.73,119.71,Maize
Tomato,5.72,38.02,157,148,3,32.23,28.11,189.08,Cotton
Wheat,5.2,19.49,76,9,70,31.85,57.39,146.21,Soybean
Cotton,7.65,12.32,79,29,170,14.64,73.37,194.21,Peanut
Cotton,5.75,19.03,193,23,83,23.66,59.48,250.28,Peanut
Soybean,8.16,44.5,44,175,161,34.74,73.95,86.68,Wheat
Soybean,7.86,64.96,17,54,99,44.02,85.3,196.76,Wheat
Wheat,7.89,33.14,98,103,70,15.88,74.87,192.75,Soybean
Peanut,7.59,77.97,172,126,32,24.37,69.29,143.0,Sugarcane
Soybean,8.02,45.01,146,179,142,13.33,88.29,499.25,Wheat
Rice,7.72,87.46,67,124,119,18.48,92.05,36.81,Maize
Sugarcane,6.91,86.33,82,165,167,23.19,51.11,321.48,Rice
Maize,5.68,71.86,49,194,92,28.92,33.86,87.22,Wheat
Barley,8.05,84.59,24,92,132,18.07,85.43,419.76,Potato
Maize,7.86,66.57,165,7,177,17.96,37.1,457.1,Wheat
Maize,6.39,81.65,120,156,98,37.22,94.32,200.74,Wheat
Barley,4.66,28.92,163,137,65,43.69,21.83,411.74,Potato
Soybean,7.05,37.63,67,196,53,21.33,93.7,124.95,Wheat
Wheat,4.7,70.23,55,74,173,34.08,67.13,70.03,Soybean
Barley,8.21,43.96,38,195,79,19.03,81.98,157.94,Potato
Potato,8.35,76.99,62,176,138,42.48,51.88,170.84,Barley
Peanut,5.26,80.21,127,185,123,33.55,99.34,198.68,Sugarcane
Sugarcane,7.21,33.98,134,162,176,38.09,38.2,186.48,Rice
Tomato,4.87,75.88,121,177,150,11.73,41.15,205.57,Cotton
Soybean,7.42,22.34,185,39,54,30.95,24.11,355.02,Wheat
Peanut,5.89,36.74,58,139,4,28.47,95.24,122.79,Sugarcane
Barley,7.22,51.44,47,84,191,20.25,56.48,9.29,Potato
Potato,5.99,28.12,132,15,34,19.19,73.99,244.84,Barley
Tomato,5.08,56.34,35,77,92,30.3,75.0,224.15,Cotton
Sugarcane,6.12,56.3,87,47,118,34.73,89.96,30.03,Rice
Sugarcane,4.95,26.55,24,90,196,11.16,73.19,66.9,Rice
Soybean,6.81,73.65,172,128,53,29.86,64.96,254.96,Wheat
Barley,4.66,60.53,18,192,2,15.97,76.83,117.38,Potato
Peanut,6.61,35.42,134,21,5,14.91,80.08,438.8,Sugarcane
Wheat,8.05,28.57,185,142,86,31.81,34.87,86.65,Soybean
Peanut,7.85,80.3,65,194,109,20.88,28.77,10.06,Sugarcane
Peanut,8.03,76.86,79,13,55,25.43,25.99,223.78,Sugarcane
Sugarcane,8.19,28.38,166,72,1,22.6,49.92,493.08,Rice
Wheat,4.92,12.85,124,18,81,32.69,59.84,316.94,Soybean
Wheat,5.01,74.36,145,39,93,26.45,69.25,177.01,Soybean
Soybean,6.73,59.24,102,97,165,43.72,96.64,8.43,Wheat
Tomato,8.08,18.07,128,3,183,22.33,46.46,242.47,Cotton
Cotton,8.4,56.99,190,32,4,35.91,80.87,103.23,Peanut
Maize,4.69,46.17,130,42,173,19.01,62.51,323.88,Wheat
Maize,5.92,71.96,126,164,138,27.81,37.61,291.5,Wheat
Sugarcane,5.35,26.73,20,193,192,29.34,69.22,132.61,Rice
Cotton,7.52,46.25,125,26,137,21.52,97.37,34.44,Peanut
Tomato,7.06,22.5,123,172,40,26.51,29.94,377.51,Cotton
Cotton,4.98,86.6,157,80,115,19.77,60.58,292.73,Peanut
Soybean,6.43,72.3,10,112,43,10.21,24.13,421.06,Wheat
Peanut,7.24,68.94,21,177,89,17.55,45.7,129.9,Sugarcane
Sugarcane,7.62,65.22,110,116,32,34.5,69.65,326.43,Rice
Wheat,4.58,43.87,124,123,55,36.98,87.28,59.34,Soybean
Sugarcane,8.06,83.86,56,94,139,19.81,78.43,145.9,Rice
Maize,6.78,15.83,88,62,1,24.28,57.03,328.27,Wheat
Tomato,7.75,74.26,130,133,0,11.31,92.74,412.79,Cotton
Cotton,7.73,27.22,157,123,192,18.3,44.22,160.46,Peanut
Tomato,5.26,35.92,127,115,120,37.27,80.32,399.43,Cotton
Soybean,4.94,51.55,44,94,124,31.21,57.92,338.88,Wheat
Sugarcane,7.39,72.61,35,66,32,17.2,91.89,174.34,Rice
Barley,5.13,77.08,86,194,102,19.01,83.79,438.2,Potato
Sugarcane,7.9,56.7,117,96,35,38.59,92.12,254.61,Rice
Wheat,7.4,42.24,71,115,148,17.32,37.14,324.12,Soybean
Sugarcane,7.87,85.72,191,186,83,21.7,73.45,247.82,Rice
Potato,5.7,29.72,181,12,163,33.25,79.08,226.36,Barley
